"",,,"1958-1962",,,"1963-1967",,,"1968-1972",,,"1973-1977",,,"1978-1982",,,"1983-1987",,,"1988-1992",,,"1993-1997",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,
"4100.|Total area of the country (1000 ha)","4.|Algeria","World | Africa",238174.0,"E",,238174.0,"E",,238174.0,"E",,238174.0,"E",,238174.0,"E",,238174.0,"E",,238174.0,"E",,238174.0,"E",,238174.0,"E",,238174.0,"E",,238174.0,"E",,238174.0,"E",
"4475.|Irrigation water withdrawal (10^9 m3/year)","131.|Malaysia","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,2.505,"L",,2.505,"L","[339]",2.505,"L","[340]",,"",,,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","132.|Maldives","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.0,"I","[341]",,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","141.|Mongolia","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.094,"",,0.129,"",,,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","28.|Myanmar","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","149.|Nepal","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,9.32,"L","[342]",9.32,"L",,,"",,,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","299.|Occupied Palestinian Territory","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","221.|Oman","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","165.|Pakistan","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","168.|Papua New Guinea","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","171.|Philippines","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","179.|Qatar","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","117.|Republic of Korea","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,14.1,"E",,15.29,"E",,16.1,"E","[343]",14.49,"E",,,"",,,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","194.|Saudi Arabia","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","200.|Singapore","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","38.|Sri Lanka","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","212.|Syrian Arab Republic","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","208.|Tajikistan","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","216.|Thailand","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","176.|Timor-Leste","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","223.|Turkey","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","213.|Turkmenistan","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,26.25,"",,,"",,,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","225.|United Arab Emirates","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","235.|Uzbekistan","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","237.|Viet Nam","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","249.|Yemen","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","3.|Albania","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.5176,"L",,,"",,,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","6.|Andorra","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","11.|Austria","World | Europe",,"",,,"",,,"",,,"",,0.05,"E","[344]",0.055,"E","[345]",0.05,"","[346]",0.0675,"E","[347]",0.0675,"E","[348,349]",,"",,0.018,"E",,,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","57.|Belarus","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","255.|Belgium","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","80.|Bosnia and Herzegovina","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","27.|Bulgaria","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.576,"E","[350]",0.7087,"E","[351]",0.3155,"",,,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","98.|Croatia","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.0032,"E","[352]",0.0084,"E","[353]",,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","50.|Cyprus","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.1596,"E","[354]",0.142,"E","[355]",0.17,"E","[356]",0.1666,"E","[357]"
"4475.|Irrigation water withdrawal (10^9 m3/year)","167.|Czechia","World | Europe",,"",,,"",,,"",,,"",,,"",,,"","[358]",,"","[359]",0.014,"E","[360]",0.0113,"E",,0.0088,"E",,0.0253,"E",,0.0139,"E",
"4475.|Irrigation water withdrawal (10^9 m3/year)","54.|Denmark","World | Europe",,"",,,"",,0.105,"E",,0.09,"E",,0.09,"E",,0.59,"E",,0.365,"E",,,"",,,"",,0.085,"E","[361]",0.097,"E",,,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","63.|Estonia","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,1.0E-4,"",,,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","64.|Faroe Islands","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","67.|Finland","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,0.02,"E",,0.04,"E",,0.04,"E",,0.04,"E",,,"",,,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","68.|France","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,4.919,"E",,,"",,4.291,"E","[362]",3.933,"E","[363]",3.143,"",,,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","79.|Germany","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.1424,"E","[364]",0.0944,"E",,0.1796,"E",,,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","84.|Greece","World | Europe",,"",,,"",,2.425,"E","[365]",3.576,"E",,,"",,4.6,"E","[366]",7.9,"E","[367]",7.6,"E","[368]",8.42,"E","[369]",8.458,"E","[370]",7.868,"E","[371]",,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","94.|Holy See","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","97.|Hungary","World | Europe",,"",,,"",,0.4052,"E","[372]",0.5115,"E","[373]",,"",,,"",,0.433,"E","[374]",0.1624,"E","[375]",0.1737,"E","[376]",0.0396,"E","[377]",,"",,0.2322,"E",
"4475.|Irrigation water withdrawal (10^9 m3/year)","99.|Iceland","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.0,"E",,0.0,"E",,,"",,,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","104.|Ireland","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.0033,"L",,,"",,,"",,,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","106.|Italy","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,12.89,"L",,,"",,,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","119.|Latvia","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","125.|Liechtenstein","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","126.|Lithuania","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.0019,"E","[378]",9.0E-4,"E","[379]",,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","256.|Luxembourg","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,2.0E-4,"E",,2.0E-4,"E","[380]",,"",,,"",,2.0E-5,"E","[381]",0.0,"E",
"4475.|Irrigation water withdrawal (10^9 m3/year)","134.|Malta","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.0189,"E","[382]",0.0203,"E","[383]",0.0241,"E","[384]",0.029,"E","[385]"
"4475.|Irrigation water withdrawal (10^9 m3/year)","140.|Monaco","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","273.|Montenegro","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","150.|Netherlands","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.23,"E","[386]",,"",,0.0387,"E","[387]",0.023,"E","[388]",,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","162.|Norway","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.1886,"E","[389]",0.1131,"E","[390]",0.1128,"E","[391]",,"",,,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","173.|Poland","World | Europe",,"",,,"",,,"",,0.8246,"E","[392]",0.2906,"E","[393]",0.522,"E","[394]",0.3,"E","[395]",0.11,"E","[396]",0.0876,"E","[397]",0.0981,"E","[398]",0.0801,"E","[399]",,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","174.|Portugal","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,5.1,"E",,,"",,6.559,"E",,6.567,"E",,3.767,"E",,,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","146.|Republic of Moldova","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","183.|Romania","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.784,"E","[400]",0.718,"E","[401]",0.371,"E","[402]",0.343,"E","[403]"
"4475.|Irrigation water withdrawal (10^9 m3/year)","185.|Russian Federation","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","192.|San Marino","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","272.|Serbia","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.0924,"E","[404]",0.0661,"",,0.0878,"E","[405]"
"4475.|Irrigation water withdrawal (10^9 m3/year)","199.|Slovakia","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.0436,"E","[406]",0.014,"E","[407]",0.0211,"E","[408]",0.0137,"E",
"4475.|Irrigation water withdrawal (10^9 m3/year)","198.|Slovenia","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,0.0037,"E","[409]",0.0048,"E","[410]",0.0066,"E",,0.0046,"E","[411]",0.0023,"E","[412]",0.0036,"E","[413]"
"4475.|Irrigation water withdrawal (10^9 m3/year)","203.|Spain","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,23.7,"E","[414]",23.09,"E","[415]",22.93,"E","[416]",21.2,"E","[417]",23.37,"E","[418]",,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","210.|Sweden","World | Europe",,"",,,"",,0.064,"E","[419]",0.064,"E","[420]",0.064,"E","[421]",,"",,0.107,"E",,0.107,"E","[422]",0.094,"E",,0.069,"E","[423]",0.062,"E","[424]",,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","211.|Switzerland","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.1356,"E","[425]",,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","154.|The former Yugoslav Republic of Macedonia","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.2814,"E","[426]",0.1255,"E","[427]",0.3599,"E","[428]",0.1565,"E","[429]"
"4475.|Irrigation water withdrawal (10^9 m3/year)","230.|Ukraine","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","229.|United Kingdom","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.0906,"E","[430,431]",0.0587,"E","[432]",0.049,"E","[433]",,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","10.|Australia","World | Oceania",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,7.636,"",,6.596,"",,11.91,"K",
"4475.|Irrigation water withdrawal (10^9 m3/year)","47.|Cook Islands","World | Oceania",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","66.|Fiji","World | Oceania",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","83.|Kiribati","World | Oceania",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","127.|Marshall Islands","World | Oceania",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","145.|Micronesia (Federated States of)","World | Oceania",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","148.|Nauru","World | Oceania",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","156.|New Zealand","World | Oceania",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,1.6,"E",,2.53,"E","[434]",2.8,"E","[435]",,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","160.|Niue","World | Oceania",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","180.|Palau","World | Oceania",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","244.|Samoa","World | Oceania",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","25.|Solomon Islands","World | Oceania",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","218.|Tokelau","World | Oceania",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","219.|Tonga","World | Oceania",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","227.|Tuvalu","World | Oceania",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4475.|Irrigation water withdrawal (10^9 m3/year)","155.|Vanuatu","World | Oceania",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",

"",,,"1958-1962",,,"1963-1967",,,"1968-1972",,,"1973-1977",,,"1978-1982",,,"1983-1987",,,"1988-1992",,,"1993-1997",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,
"4260.|Irrigation water requirement (10^9 m3/year)","4.|Algeria","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,2.511,"L",,,"",,,"",,,"",
"4260.|Irrigation water requirement (10^9 m3/year)","7.|Angola","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.04,"L",,,"",,,"",
"4260.|Irrigation water requirement (10^9 m3/year)","53.|Benin","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.0108,"L",,,"",
"4260.|Irrigation water requirement (10^9 m3/year)","20.|Botswana","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.01,"L",,,"",,,"",,,"",
"4260.|Irrigation water requirement (10^9 m3/year)","233.|Burkina Faso","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.1289,"L",,,"",,,"",,,"",
"4260.|Irrigation water requirement (10^9 m3/year)","29.|Burundi","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.0284,"L",,,"",,,"",,,"",
"4260.|Irrigation water requirement (10^9 m3/year)","35.|Cabo Verde","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.0077,"L",,,"",,,"",
"4260.|Irrigation water requirement (10^9 m3/year)","32.|Cameroon","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.201,"L",,,"",,,"",,,"",
"4260.|Irrigation water requirement (10^9 m3/year)","37.|Central African Republic","World | Africa",,"",,,"",,,"",,,"",,,"",,1.0E-4,"L",,,"",,,"",,,"",,,"",,,"",,,"",
"4260.|Irrigation water requirement (10^9 m3/year)","39.|Chad","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.206,"L",,,"",,,"",,,"",
"4260.|Irrigation water requirement (10^9 m3/year)","45.|Comoros","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4260.|Irrigation water requirement (10^9 m3/year)","46.|Congo","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.0011,"L",,,"",,,"",,,"",,,"",
"4260.|Irrigation water requirement (10^9 m3/year)","107.|Côte d'Ivoire","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.1432,"L",,,"",
"4260.|Irrigation water requirement (10^9 m3/year)","250.|Democratic Republic of the Congo","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.0196,"L",,,"",,,"",,,"",
"4260.|Irrigation water requirement (10^9 m3/year)","72.|Djibouti","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,8.0E-4,"L",,,"",,,"",,,"",
"4260.|Irrigation water requirement (10^9 m3/year)","59.|Egypt","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,45.11,"L",,,"",,,"",,,"",
"4260.|Irrigation water requirement (10^9 m3/year)","61.|Equatorial Guinea","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4260.|Irrigation water requirement (10^9 m3/year)","178.|Eritrea","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.043,"L",,,"",,,"",,,"",,,"",
"4260.|Irrigation water requirement (10^9 m3/year)","238.|Ethiopia","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,1.475,"L",,,"",,,"",,,"",
"4260.|Irrigation water requirement (10^9 m3/year)","74.|Gabon","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.011,"L",,,"",,,"",,,"",
"4260.|Irrigation water requirement (10^9 m3/year)","75.|Gambia","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.012,"L",,,"",,,"",,,"",
"4260.|Irrigation water requirement (10^9 m3/year)","81.|Ghana","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.162,"L",,,"",
"4260.|Irrigation water requirement (10^9 m3/year)","90.|Guinea","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.0705,"L",,,"",,,"",,,"",
"4260.|Irrigation water requirement (10^9 m3/year)","175.|Guinea-Bissau","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.0263,"L",,,"",,,"",,,"",,,"",
"4260.|Irrigation water requirement (10^9 m3/year)","114.|Kenya","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.486,"L",,,"",,,"",
"4260.|Irrigation water requirement (10^9 m3/year)","122.|Lesotho","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.001,"L",,,"",,,"",,,"",
"4260.|Irrigation water requirement (10^9 m3/year)","123.|Liberia","World | Africa",,"",,,"",,,"",,,"",,,"",,0.003,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4260.|Irrigation water requirement (10^9 m3/year)","124.|Libya","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,1.833,"L",,,"",,,"",,,"",
"4260.|Irrigation water requirement (10^9 m3/year)","129.|Madagascar","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,4.398,"L",,,"",,,"",,,"",
"4260.|Irrigation water requirement (10^9 m3/year)","130.|Malawi","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.3098,"L",,,"",,,"",,,"",
"4260.|Irrigation water requirement (10^9 m3/year)","133.|Mali","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,1.469,"L",,,"",,,"",,,"",
"4260.|Irrigation water requirement (10^9 m3/year)","136.|Mauritania","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.3748,"L",,,"",,,"",
"4260.|Irrigation water requirement (10^9 m3/year)","137.|Mauritius","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.132,"L",,,"",,,"",,,"",
"4260.|Irrigation water requirement (10^9 m3/year)","143.|Morocco","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,5.823,"L",,,"",,,"",
"4260.|Irrigation water requirement (10^9 m3/year)","144.|Mozambique","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.1833,"L",,,"",,,"",,,"",
"4260.|Irrigation water requirement (10^9 m3/year)","147.|Namibia","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.032,"L",,,"",,,"",,,"",
"4260.|Irrigation water requirement (10^9 m3/year)","158.|Niger","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.2012,"L",,,"",,,"",,,"",,,"",
"4260.|Irrigation water requirement (10^9 m3/year)","159.|Nigeria","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,1.695,"L",,,"",,,"",
"4260.|Irrigation water requirement (10^9 m3/year)","184.|Rwanda","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.0258,"L",,,"",,,"",,,"",,,"",
"4260.|Irrigation water requirement (10^9 m3/year)","193.|Sao Tome and Principe","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4260.|Irrigation water requirement (10^9 m3/year)","195.|Senegal","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.9494,"L",,,"",,,"",,,"",
"4260.|Irrigation water requirement (10^9 m3/year)","196.|Seychelles","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,2.0E-4,"L",,,"",,,"",
"4260.|Irrigation water requirement (10^9 m3/year)","197.|Sierra Leone","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,0.011,"L",,,"",,,"",,,"",,,"",,,"",
"4260.|Irrigation water requirement (10^9 m3/year)","201.|Somalia","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.263,"L",,,"",,,"",
"4260.|Irrigation water requirement (10^9 m3/year)","202.|South Africa","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,2.137,"L",,,"",,,"",,,"",
"4260.|Irrigation water requirement (10^9 m3/year)","277.|South Sudan","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4260.|Irrigation water requirement (10^9 m3/year)","276.|Sudan","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4260.|Irrigation water requirement (10^9 m3/year)","209.|Swaziland","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.313,"L",,,"",,,"",,,"",
"4260.|Irrigation water requirement (10^9 m3/year)","217.|Togo","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.0066,"L",,,"",,,"",,,"",,,"",
"4260.|Irrigation water requirement (10^9 m3/year)","222.|Tunisia","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,1.552,"L",,,"",,,"",,,"",
"4260.|Irrigation water requirement (10^9 m3/year)","226.|Uganda","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.0626,"L",,,"",
"4260.|Irrigation water requirement (10^9 m3/year)","215.|United Republic of Tanzania","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.973,"L",,,"",,,"",,,"",
