

"Area","Area Id","Variable Name","Variable Id","Year","Value","Symbol","Md"
"Democratic Republic of the Congo",250,"Irrigation water requirement",4260,2000,0.0196,"L","",""
"Denmark",54,"Irrigation water requirement",4260,2007,0.0509,"L","",""
"Djibouti",72,"Irrigation water requirement",4260,1999,8.0E-4,"L","",""
"Dominican Republic",56,"Irrigation water requirement",4260,2004,1.136,"L","",""
"Ecuador",58,"Irrigation water requirement",4260,2000,3.129,"L","",""
"Egypt",59,"Irrigation water requirement",4260,2002,45.11,"L","",""
"Eritrea",178,"Irrigation water requirement",4260,1993,0.043,"L","",""
"Estonia",63,"Irrigation water requirement",4260,2010,4.0E-5,"L","",""
"Ethiopia",238,"Irrigation water requirement",4260,2001,1.475,"L","",""
"Finland",67,"Irrigation water requirement",4260,2010,0.028,"L","",""
"France",68,"Irrigation water requirement",4260,2007,2.351,"L","",""
"Gabon",74,"Irrigation water requirement",4260,2000,0.011,"L","",""
"Gambia",75,"Irrigation water requirement",4260,1999,0.012,"L","",""
"Georgia",73,"Irrigation water requirement",4260,2007,0.248,"L","",""
"Germany",79,"Irrigation water requirement",4260,2006,0.0479,"L","",""
"Ghana",81,"Irrigation water requirement",4260,2010,0.162,"L","",""
"Greece",84,"Irrigation water requirement",4260,2007,5.441,"L","",""
"Grenada",86,"Irrigation water requirement",4260,1997,6.0E-4,"L","",""
"Guatemala",89,"Irrigation water requirement",4260,2007,0.4389,"L","",""
"Guinea",90,"Irrigation water requirement",4260,2001,0.0705,"L","",""
"Guinea-Bissau",175,"Irrigation water requirement",4260,1996,0.0263,"L","",""
"Guyana",91,"Irrigation water requirement",4260,2010,0.5278,"L","",""
"Haiti",93,"Irrigation water requirement",4260,2009,0.348,"L","",""
"Hungary",97,"Irrigation water requirement",4260,2007,0.0253,"L","",""
"India",100,"Irrigation water requirement",4260,2006,370.8,"L","[433]",""
"Indonesia",101,"Irrigation water requirement",4260,2005,47.42,"L","",""
"Iran (Islamic Republic of)",102,"Irrigation water requirement",4260,2006,49.19,"L","",""
"Iraq",103,"Irrigation water requirement",4260,2010,15.02,"L","",""
"Ireland",104,"Irrigation water requirement",4260,1998,0.002,"L","",""
"Israel",105,"Irrigation water requirement",4260,2006,0.5562,"L","",""
"Italy",106,"Irrigation water requirement",4260,2007,8.022,"L","",""
"Jamaica",109,"Irrigation water requirement",4260,2007,0.129,"L","",""
"Japan",110,"Irrigation water requirement",4260,2006,38.31,"L","",""
"Jordan",112,"Irrigation water requirement",4260,2004,0.3011,"L","",""
"Kazakhstan",108,"Irrigation water requirement",4260,2010,6.448,"L","",""
"Kenya",114,"Irrigation water requirement",4260,2003,0.486,"L","",""
"Kuwait",118,"Irrigation water requirement",4260,2006,0.119,"L","",""
"Kyrgyzstan",113,"Irrigation water requirement",4260,2005,2.918,"L","",""
"Lao People's Democratic Republic",120,"Irrigation water requirement",4260,2005,1.521,"L","",""
"Latvia",119,"Irrigation water requirement",4260,2007,0.0355,"L","",""
"Lebanon",121,"Irrigation water requirement",4260,2003,0.529,"L","",""
"Lesotho",122,"Irrigation water requirement",4260,1999,0.001,"L","",""
"Liberia",123,"Irrigation water requirement",4260,1987,0.003,"","",""
"Libya",124,"Irrigation water requirement",4260,2000,1.833,"L","",""
"Lithuania",126,"Irrigation water requirement",4260,2007,0.0014,"L","",""
"Madagascar",129,"Irrigation water requirement",4260,2000,4.398,"L","",""
"Malawi",130,"Irrigation water requirement",4260,2002,0.3098,"L","",""
"Malaysia",131,"Irrigation water requirement",4260,1996,1.271,"L","",""
"Mali",133,"Irrigation water requirement",4260,2000,1.469,"L","",""
"Malta",134,"Irrigation water requirement",4260,2007,0.012,"L","",""
"Mauritania",136,"Irrigation water requirement",4260,2004,0.3748,"L","",""
"Mauritius",137,"Irrigation water requirement",4260,2002,0.132,"L","",""
"Mexico",138,"Irrigation water requirement",4260,1996,40.0,"","",""
"Mexico",138,"Irrigation water requirement",4260,2007,26.03,"L","",""
"Mongolia",141,"Irrigation water requirement",4260,1993,0.108,"L","",""
"Montenegro",273,"Irrigation water requirement",4260,2010,5.0E-4,"L","",""
"Morocco",143,"Irrigation water requirement",4260,2004,5.823,"L","",""
"Mozambique",144,"Irrigation water requirement",4260,2001,0.1833,"L","",""
"Myanmar",28,"Irrigation water requirement",4260,2006,12.38,"L","",""
"Namibia",147,"Irrigation water requirement",4260,2002,0.032,"L","",""
"Nepal",149,"Irrigation water requirement",4260,2006,5.428,"L","",""
"Netherlands",150,"Irrigation water requirement",4260,2007,0.0425,"L","",""
"New Zealand",156,"Irrigation water requirement",4260,2007,1.492,"L","",""
"Nicaragua",157,"Irrigation water requirement",4260,2006,0.512,"L","",""
"Niger",158,"Irrigation water requirement",4260,1997,0.2012,"L","",""
"Nigeria",159,"Irrigation water requirement",4260,2004,1.695,"L","",""
"Norway",162,"Irrigation water requirement",4260,2007,0.0677,"L","",""
"Occupied Palestinian Territory",299,"Irrigation water requirement",4260,2003,0.0931,"L","",""
"Oman",221,"Irrigation water requirement",4260,2007,0.721,"L","",""
"Pakistan",165,"Irrigation water requirement",4260,2008,126.9,"L","",""
"Paraguay",169,"Irrigation water requirement",4260,2012,1.6,"I","",""
"Peru",170,"Irrigation water requirement",4260,1994,5.663,"L","",""
"Philippines",171,"Irrigation water requirement",4260,2006,33.28,"L","",""
"Poland",173,"Irrigation water requirement",4260,2007,0.0314,"L","",""
"Portugal",174,"Irrigation water requirement",4260,2007,2.016,"L","",""
"Puerto Rico",177,"Irrigation water requirement",4260,2007,0.0483,"L","",""
"Qatar",179,"Irrigation water requirement",4260,2004,0.076,"L","",""
"Republic of Korea",117,"Irrigation water requirement",4260,2006,3.932,"L","",""
"Republic of Moldova",146,"Irrigation water requirement",4260,2007,0.0251,"L","",""
"Romania",183,"Irrigation water requirement",4260,2007,0.379,"L","",""
"Russian Federation",185,"Irrigation water requirement",4260,2008,9.227,"L","",""
"Rwanda",184,"Irrigation water requirement",4260,1996,0.0258,"L","",""
"Saint Kitts and Nevis",188,"Irrigation water requirement",4260,1997,5.0E-5,"L","",""
"Saint Lucia",189,"Irrigation water requirement",4260,2007,0.0076,"L","",""
"Saint Vincent and the Grenadines",191,"Irrigation water requirement",4260,1990,0.0025,"L","",""
"Saudi Arabia",194,"Irrigation water requirement",4260,2006,11.6,"L","",""
"Senegal",195,"Irrigation water requirement",4260,2002,0.9494,"L","",""
"Serbia",272,"Irrigation water requirement",4260,2011,0.0212,"L","",""
"Seychelles",196,"Irrigation water requirement",4260,2003,2.0E-4,"L","",""
"Sierra Leone",197,"Irrigation water requirement",4260,1992,0.011,"L","",""
"Slovakia",199,"Irrigation water requirement",4260,2007,0.0029,"L","",""
"Slovenia",198,"Irrigation water requirement",4260,2010,6.0E-4,"L","",""
"Somalia",201,"Irrigation water requirement",4260,2003,0.263,"L","",""
"South Africa",202,"Irrigation water requirement",4260,2000,2.137,"L","",""
"Spain",203,"Irrigation water requirement",4260,2009,14.06,"L","",""
"Sri Lanka",38,"Irrigation water requirement",4260,2006,3.819,"L","",""
"Suriname",207,"Irrigation water requirement",4260,2006,0.167,"L","",""
"Swaziland",209,"Irrigation water requirement",4260,2002,0.313,"L","",""
"Sweden",210,"Irrigation water requirement",4260,2007,0.0413,"L","",""
"Switzerland",211,"Irrigation water requirement",4260,2010,0.041,"L","",""
"Syrian Arab Republic",212,"Irrigation water requirement",4260,2000,7.123,"L","",""
"Tajikistan",208,"Irrigation water requirement",4260,2009,4.281,"L","",""
"Thailand",216,"Irrigation water requirement",4260,2007,34.19,"L","",""
"The former Yugoslav Republic of Macedonia",154,"Irrigation water requirement",4260,2007,0.0784,"L","",""
"Timor-Leste",176,"Irrigation water requirement",4260,2002,0.192,"L","",""
"Togo",217,"Irrigation water requirement",4260,1996,0.0066,"L","",""
"Trinidad and Tobago",220,"Irrigation water requirement",4260,1997,0.0091,"L","",""
"Tunisia",222,"Irrigation water requirement",4260,2000,1.552,"L","",""
"Turkey",223,"Irrigation water requirement",4260,2004,25.14,"L","",""
"Turkmenistan",213,"Irrigation water requirement",4260,2006,13.56,"L","",""
"Uganda",226,"Irrigation water requirement",4260,2010,0.0626,"L","",""
"Ukraine",230,"Irrigation water requirement",4260,2003,0.8258,"L","",""
"United Arab Emirates",225,"Irrigation water requirement",4260,2003,1.815,"L","",""
"United Kingdom",229,"Irrigation water requirement",4260,2007,0.0354,"L","",""
"United Republic of Tanzania",215,"Irrigation water requirement",4260,2002,0.973,"L","",""
"United States of America",231,"Irrigation water requirement",4260,2008,108.5,"L","[434]",""
"Uruguay",234,"Irrigation water requirement",4260,2009,1.077,"L","",""
"Uzbekistan",235,"Irrigation water requirement",4260,2005,22.52,"L","",""
"Venezuela (Bolivarian Republic of)",236,"Irrigation water requirement",4260,2008,6.472,"L","",""
"Viet Nam",237,"Irrigation water requirement",4260,2005,29.24,"L","",""
"Yemen",249,"Irrigation water requirement",4260,2004,1.773,"L","",""
"Zambia",251,"Irrigation water requirement",4260,2002,0.306,"L","",""
"Zimbabwe",181,"Irrigation water requirement",4260,1999,0.836,"L","",""
"Afghanistan",2,"Fresh surface water withdrawal (primary and secondary)",4261,1998,17.24,"","",""
"Algeria",4,"Fresh surface water withdrawal (primary and secondary)",4261,2012,4.8,"","",""
"Antigua and Barbuda",8,"Fresh surface water withdrawal (primary and secondary)",4261,2012,0.0037,"","",""
"Argentina",9,"Fresh surface water withdrawal (primary and secondary)",4261,2011,26.36,"","",""
"Armenia",1,"Fresh surface water withdrawal (primary and secondary)",4261,2002,1.258,"","",""
"Armenia",1,"Fresh surface water withdrawal (primary and secondary)",4261,2006,2.216,"","",""
"Austria",11,"Fresh surface water withdrawal (primary and secondary)",4261,1980,2.205,"","",""
"Austria",11,"Fresh surface water withdrawal (primary and secondary)",4261,1985,2.193,"","",""
"Austria",11,"Fresh surface water withdrawal (primary and secondary)",4261,1990,2.559,"","",""
"Austria",11,"Fresh surface water withdrawal (primary and secondary)",4261,1997,2.494,"","",""
"Austria",11,"Fresh surface water withdrawal (primary and secondary)",4261,1999,2.551,"","",""
"Azerbaijan",52,"Fresh surface water withdrawal (primary and secondary)",4261,1997,11.42,"","",""
"Azerbaijan",52,"Fresh surface water withdrawal (primary and secondary)",4261,2002,9.53,"","",""
"Azerbaijan",52,"Fresh surface water withdrawal (primary and secondary)",4261,2004,10.79,"","",""
"Bahrain",13,"Fresh surface water withdrawal (primary and secondary)",4261,2003,0.0,"","",""
"Bangladesh",16,"Fresh surface water withdrawal (primary and secondary)",4261,2008,7.39,"","",""
"Belarus",57,"Fresh surface water withdrawal (primary and secondary)",4261,2000,0.755,"","",""
"Belarus",57,"Fresh surface water withdrawal (primary and secondary)",4261,2005,0.694,"","",""
"Belarus",57,"Fresh surface water withdrawal (primary and secondary)",4261,2010,0.694,"","",""
"Belarus",57,"Fresh surface water withdrawal (primary and secondary)",4261,2013,0.663,"","",""
"Belgium",255,"Fresh surface water withdrawal (primary and secondary)",4261,2002,6.073,"","",""
"Belgium",255,"Fresh surface water withdrawal (primary and secondary)",4261,2007,5.567,"","",""
"Belgium",255,"Fresh surface water withdrawal (primary and secondary)",4261,2009,5.39,"","",""
"Benin",53,"Fresh surface water withdrawal (primary and secondary)",4261,2001,0.089,"I","",""
"Bhutan",18,"Fresh surface water withdrawal (primary and secondary)",4261,2008,0.3379,"","",""
"Bosnia and Herzegovina",80,"Fresh surface water withdrawal (primary and secondary)",4261,2005,0.1742,"E","",""
"Bosnia and Herzegovina",80,"Fresh surface water withdrawal (primary and secondary)",4261,2012,0.1786,"E","",""
"Bosnia and Herzegovina",80,"Fresh surface water withdrawal (primary and secondary)",4261,2013,0.1816,"E","",""
"Botswana",20,"Fresh surface water withdrawal (primary and secondary)",4261,2000,0.064,"I","",""
"Brunei Darussalam",26,"Fresh surface water withdrawal (primary and secondary)",4261,1994,0.0915,"I","",""
"Bulgaria",27,"Fresh surface water withdrawal (primary and secondary)",4261,2002,5.929,"E","",""
"Bulgaria",27,"Fresh surface water withdrawal (primary and secondary)",4261,2007,5.56,"E","",""
"Bulgaria",27,"Fresh surface water withdrawal (primary and secondary)",4261,2012,5.149,"E","",""
"Bulgaria",27,"Fresh surface water withdrawal (primary and secondary)",4261,2013,4.91,"E","",""
"Canada",33,"Fresh surface water withdrawal (primary and secondary)",4261,1991,44.06,"E","",""
"Canada",33,"Fresh surface water withdrawal (primary and secondary)",4261,1996,40.34,"E","",""
"Chile",40,"Fresh surface water withdrawal (primary and secondary)",4261,2006,32.59,"I","",""
"China",351,"Fresh surface water withdrawal (primary and secondary)",4261,1980,381.7,"","",""
"China",351,"Fresh surface water withdrawal (primary and secondary)",4261,1993,438.4,"","",""
"China",351,"Fresh surface water withdrawal (primary and secondary)",4261,2005,452.7,"I","",""
"China",351,"Fresh surface water withdrawal (primary and secondary)",4261,2013,490.2,"","",""
"Colombia",44,"Fresh surface water withdrawal (primary and secondary)",4261,2008,10.69,"I","",""
"Congo",46,"Fresh surface water withdrawal (primary and secondary)",4261,2002,0.022,"","",""
"Costa Rica",48,"Fresh surface water withdrawal (primary and secondary)",4261,2013,1.554,"","",""
"Croatia",98,"Fresh surface water withdrawal (primary and secondary)",4261,2013,0.1894,"E","",""
"Cuba",49,"Fresh surface water withdrawal (primary and secondary)",4261,2013,4.314,"","",""
"Cyprus",50,"Fresh surface water withdrawal (primary and secondary)",4261,2002,0.0257,"","",""
"Cyprus",50,"Fresh surface water withdrawal (primary and secondary)",4261,2007,0.0191,"","",""
"Cyprus",50,"Fresh surface water withdrawal (primary and secondary)",4261,2013,0.0668,"","",""
"Czechia",167,"Fresh surface water withdrawal (primary and secondary)",4261,1997,1.906,"E","",""
"Czechia",167,"Fresh surface water withdrawal (primary and secondary)",4261,2002,1.368,"E","",""
"Czechia",167,"Fresh surface water withdrawal (primary and secondary)",4261,2007,1.589,"E","",""
"Czechia",167,"Fresh surface water withdrawal (primary and secondary)",4261,2012,1.461,"E","",""
"Czechia",167,"Fresh surface water withdrawal (primary and secondary)",4261,2013,1.279,"E","",""
"Denmark",54,"Fresh surface water withdrawal (primary and secondary)",4261,1975,0.045,"E","",""
"Denmark",54,"Fresh surface water withdrawal (primary and secondary)",4261,1980,0.045,"E","",""
"Denmark",54,"Fresh surface water withdrawal (primary and secondary)",4261,1997,0.016,"E","",""
"Denmark",54,"Fresh surface water withdrawal (primary and secondary)",4261,2002,0.0184,"E","",""
"Denmark",54,"Fresh surface water withdrawal (primary and secondary)",4261,2007,0.0034,"E","",""
"Denmark",54,"Fresh surface water withdrawal (primary and secondary)",4261,2012,0.008,"E","",""
"Djibouti",72,"Fresh surface water withdrawal (primary and secondary)",4261,2000,0.001,"I","",""
"Dominica",55,"Fresh surface water withdrawal (primary and secondary)",4261,2004,0.0166,"","",""
"Dominica",55,"Fresh surface water withdrawal (primary and secondary)",4261,2010,0.02,"I","",""
"El Salvador",60,"Fresh surface water withdrawal (primary and secondary)",4261,2005,1.483,"I","",""
"Estonia",63,"Fresh surface water withdrawal (primary and secondary)",4261,1992,2.221,"E","",""
"Estonia",63,"Fresh surface water withdrawal (primary and secondary)",4261,2002,1.177,"E","",""
"Estonia",63,"Fresh surface water withdrawal (primary and secondary)",4261,2007,1.586,"E","",""
"Estonia",63,"Fresh surface water withdrawal (primary and secondary)",4261,2012,1.357,"E","",""
"Estonia",63,"Fresh surface water withdrawal (primary and secondary)",4261,2014,1.521,"","",""
"Finland",67,"Fresh surface water withdrawal (primary and secondary)",4261,1970,3.185,"E","",""
"Finland",67,"Fresh surface water withdrawal (primary and secondary)",4261,1975,3.385,"E","",""
"Finland",67,"Fresh surface water withdrawal (primary and secondary)",4261,1980,3.51,"E","",""
"Finland",67,"Fresh surface water withdrawal (primary and secondary)",4261,1985,3.68,"E","",""
"Finland",67,"Fresh surface water withdrawal (primary and secondary)",4261,1990,2.087,"E","",""
"Finland",67,"Fresh surface water withdrawal (primary and secondary)",4261,1995,2.298,"E","",""
"Finland",67,"Fresh surface water withdrawal (primary and secondary)",4261,1999,2.043,"E","",""
"Finland",67,"Fresh surface water withdrawal (primary and secondary)",4261,2006,6.298,"E","",""
"France",68,"Fresh surface water withdrawal (primary and secondary)",4261,1980,25.26,"E","",""
"France",68,"Fresh surface water withdrawal (primary and secondary)",4261,1985,28.71,"E","",""
"France",68,"Fresh surface water withdrawal (primary and secondary)",4261,1992,33.2,"E","",""
"France",68,"Fresh surface water withdrawal (primary and secondary)",4261,1997,24.23,"E","",""
"France",68,"Fresh surface water withdrawal (primary and secondary)",4261,2002,26.12,"","",""
"France",68,"Fresh surface water withdrawal (primary and secondary)",4261,2007,25.33,"","",""
"Georgia",73,"Fresh surface water withdrawal (primary and secondary)",4261,2005,1.197,"","",""
"Germany",79,"Fresh surface water withdrawal (primary and secondary)",4261,1991,39.18,"E","",""
"Germany",79,"Fresh surface water withdrawal (primary and secondary)",4261,2007,26.43,"","",""
"Germany",79,"Fresh surface water withdrawal (primary and secondary)",4261,2010,27.15,"","",""
"Greece",84,"Fresh surface water withdrawal (primary and secondary)",4261,1970,3.167,"E","",""
"Greece",84,"Fresh surface water withdrawal (primary and secondary)",4261,1980,3.46,"","",""
"Greece",84,"Fresh surface water withdrawal (primary and secondary)",4261,1992,5.024,"E","",""
"Grenada",86,"Fresh surface water withdrawal (primary and secondary)",4261,2005,0.01,"","",""
"Grenada",86,"Fresh surface water withdrawal (primary and secondary)",4261,2014,0.0131,"I","",""
"Guinea",90,"Fresh surface water withdrawal (primary and secondary)",4261,1987,0.666,"","",""
"Guinea-Bissau",175,"Fresh surface water withdrawal (primary and secondary)",4261,1996,0.144,"","",""
"Guinea-Bissau",175,"Fresh surface water withdrawal (primary and secondary)",4261,2000,0.144,"","",""
"Honduras",95,"Fresh surface water withdrawal (primary and secondary)",4261,2003,1.443,"I","",""
